Applied Nodal Loadvector Loadcase      2
  Node     PXX[N]     PYY[N]     PZZ[N]    MXX[Nm]    MYY[Nm]    MZZ[Nm]
 39151       0.00       0.00    -208.62       0.00       0.00       0.00
 39152       0.00       0.00    -161.26       0.00       0.00       0.00
 39153       0.00       0.00    -185.71       0.00       0.00       0.00
 39154       0.00       0.00     -53.49       0.00       0.00       0.00
 39155       0.00       0.00     -94.43       0.00       0.00       0.00
 39156       0.00       0.00     -83.95       0.00       0.00       0.00
 39157       0.00       0.00     -76.65       0.00       0.00       0.00
 39158       0.00       0.00    -197.20       0.00       0.00       0.00
 39159       0.00       0.00    -211.53       0.00       0.00       0.00
 39160       0.00       0.00    -160.97       0.00       0.00       0.00
 39161       0.00       0.00    -126.30       0.00       0.00       0.00
 39162       0.00       0.00    -180.23       0.00       0.00       0.00
 39163       0.00       0.00    -149.42       0.00       0.00       0.00
 39164       0.00       0.00    -151.63       0.00       0.00       0.00
 39165       0.00       0.00    -119.03       0.00       0.00       0.00
 39166       0.00       0.00    -117.69       0.00       0.00       0.00
 39167       0.00       0.00    -148.17       0.00       0.00       0.00
 39168       0.00       0.00    -330.39       0.00       0.00       0.00
 39169       0.00       0.00    -322.74       0.00       0.00       0.00
 39170       0.00       0.00    -282.53       0.00       0.00       0.00
 39171       0.00       0.00    -326.99       0.00       0.00       0.00
 39172       0.00       0.00    -177.24       0.00       0.00       0.00
 39173       0.00       0.00    -222.70       0.00       0.00       0.00
 39174       0.00       0.00    -168.41       0.00       0.00       0.00
 39175       0.00       0.00    -202.34       0.00       0.00       0.00
 39176       0.00       0.00     -68.11       0.00       0.00       0.00
 39177       0.00       0.00     -81.12       0.00       0.00       0.00
 39178       0.00       0.00     -65.76       0.00       0.00       0.00
 39179       0.00       0.00     -88.16       0.00       0.00       0.00
 39180       0.00       0.00    -127.40       0.00       0.00       0.00
 39181       0.00       0.00    -104.36       0.00       0.00       0.00
 39182       0.00       0.00    -311.74       0.00       0.00       0.00
 39183       0.00       0.00    -253.40       0.00       0.00       0.00
 39184       0.00       0.00    -284.83       0.00       0.00       0.00
 39185       0.00       0.00    -276.47       0.00       0.00       0.00
 39186       0.00       0.00    -326.31       0.00       0.00       0.00
 39187       0.00       0.00     -77.49       0.00       0.00       0.00
 39188       0.00       0.00     -72.40       0.00       0.00       0.00
 39189       0.00       0.00    -369.09       0.00       0.00       0.00
 39190       0.00       0.00    -374.09       0.00       0.00       0.00
 39191       0.00       0.00    -394.97       0.00       0.00       0.00
 39192       0.00       0.00    -448.86       0.00       0.00       0.00
 39193       0.00       0.00    -406.77       0.00       0.00       0.00
 39194       0.00       0.00     -87.12       0.00       0.00       0.00
 39195       0.00       0.00    -104.84       0.00       0.00       0.00
 39196       0.00       0.00     -86.25       0.00       0.00       0.00
 39197       0.00       0.00     -83.76       0.00       0.00       0.00
 39198       0.00       0.00    -172.85       0.00       0.00       0.00
 39199       0.00       0.00    -136.01       0.00       0.00       0.00
 39200       0.00       0.00    -166.03       0.00       0.00       0.00
 39201       0.00       0.00     -66.21       0.00       0.00       0.00
 39202       0.00       0.00     -68.54       0.00       0.00       0.00
 39203       0.00       0.00    -205.63       0.00       0.00       0.00
 39204       0.00       0.00    -220.92       0.00       0.00       0.00
 39205       0.00       0.00    -226.54       0.00       0.00       0.00
 39206       0.00       0.00    -219.99       0.00       0.00       0.00
 39207       0.00       0.00    -268.71       0.00       0.00       0.00
 39208       0.00       0.00    -319.30       0.00       0.00       0.00
 39209       0.00       0.00    -169.09       0.00       0.00       0.00
 39210       0.00       0.00    -145.63       0.00       0.00       0.00
 39211       0.00       0.00    -201.11       0.00       0.00       0.00
 39212       0.00       0.00     -80.70       0.00       0.00       0.00
 39213       0.00       0.00    -181.42       0.00       0.00       0.00
 39214       0.00       0.00    -254.92       0.00       0.00       0.00
 39215       0.00       0.00    -283.78       0.00       0.00       0.00
 39216       0.00       0.00    -243.28       0.00       0.00       0.00
 39217       0.00       0.00    -244.78       0.00       0.00       0.00
 39218       0.00       0.00     -68.25       0.00       0.00       0.00
 39219       0.00       0.00    -135.88       0.00       0.00       0.00
 39220       0.00       0.00     -79.81       0.00       0.00       0.00
 39221       0.00       0.00     -90.96       0.00       0.00       0.00
 39222       0.00       0.00     -91.55       0.00       0.00       0.00
 39223       0.00       0.00    -176.19       0.00       0.00       0.00
 39224       0.00       0.00    -147.41       0.00       0.00       0.00
 39225       0.00       0.00    -140.79       0.00       0.00       0.00
 39226       0.00       0.00    -158.04       0.00       0.00       0.00
 39227       0.00       0.00    -147.57       0.00       0.00       0.00
 39228       0.00       0.00    -121.97       0.00       0.00       0.00
 39229       0.00       0.00    -140.40       0.00       0.00       0.00
 39230       0.00       0.00    -193.27       0.00       0.00       0.00
 39231       0.00       0.00    -162.21       0.00       0.00       0.00
 39232       0.00       0.00    -184.44       0.00       0.00       0.00
 39233       0.00       0.00    -167.36       0.00       0.00       0.00
 39234       0.00       0.00    -160.53       0.00       0.00       0.00
 39235       0.00       0.00    -178.62       0.00       0.00       0.00
 39236       0.00       0.00    -170.23       0.00       0.00       0.00
 39237       0.00       0.00    -171.56       0.00       0.00       0.00
 39238       0.00       0.00    -117.18       0.00       0.00       0.00
 39239       0.00       0.00    -177.52       0.00       0.00       0.00
 39240       0.00       0.00    -134.29       0.00       0.00       0.00
 39241       0.00       0.00    -156.00       0.00       0.00       0.00
 39242       0.00       0.00    -201.22       0.00       0.00       0.00
 39243       0.00       0.00    -233.04       0.00       0.00       0.00
 39244       0.00       0.00    -243.44       0.00       0.00       0.00
 39245       0.00       0.00    -246.21       0.00       0.00       0.00
 39246       0.00       0.00    -245.49       0.00       0.00       0.00
 39247       0.00       0.00     -97.67       0.00       0.00       0.00
 39248       0.00       0.00    -120.26       0.00       0.00       0.00
 39249       0.00       0.00    -104.63       0.00       0.00       0.00
 39250       0.00       0.00    -111.38       0.00       0.00       0.00
 39251       0.00       0.00     -80.53       0.00       0.00       0.00
 39252       0.00       0.00    -104.05       0.00       0.00       0.00
 39253       0.00       0.00    -108.12       0.00       0.00       0.00
 39254       0.00       0.00     -68.35       0.00       0.00       0.00
 39255       0.00       0.00     -91.71       0.00       0.00       0.00
 39256       0.00       0.00    -176.61       0.00       0.00       0.00
 39257       0.00       0.00    -153.89       0.00       0.00       0.00
 39258       0.00       0.00    -292.09       0.00       0.00       0.00
 39259       0.00       0.00    -473.11       0.00       0.00       0.00
 39260       0.00       0.00    -355.13       0.00       0.00       0.00
 39261       0.00       0.00    -285.19       0.00       0.00       0.00
 39262       0.00       0.00    -367.09       0.00       0.00       0.00
 39263       0.00       0.00    -175.08       0.00       0.00       0.00
 39264       0.00       0.00    -170.11       0.00       0.00       0.00
 39265       0.00       0.00    -224.95       0.00       0.00       0.00
 39266       0.00       0.00    -240.76       0.00       0.00       0.00
 39267       0.00       0.00    -220.68       0.00       0.00       0.00
 39268       0.00       0.00     -61.06       0.00       0.00       0.00
 39269       0.00       0.00     -82.13       0.00       0.00       0.00
 39270       0.00       0.00    -204.32       0.00       0.00       0.00
 39271       0.00       0.00    -176.45       0.00       0.00       0.00
 39272       0.00       0.00    -198.94       0.00       0.00       0.00
 39273       0.00       0.00    -205.27       0.00       0.00       0.00
 39274       0.00       0.00    -259.78       0.00       0.00       0.00
 39275       0.00       0.00    -293.32       0.00       0.00       0.00
 39276       0.00       0.00     -80.15       0.00       0.00       0.00
 39277       0.00       0.00     -84.92       0.00       0.00       0.00
 39278       0.00       0.00     -78.85       0.00       0.00       0.00
 39279       0.00       0.00    -107.99       0.00       0.00       0.00
 39280       0.00       0.00    -169.38       0.00       0.00       0.00
 39281       0.00       0.00    -175.98       0.00       0.00       0.00
 39282       0.00       0.00    -127.82       0.00       0.00       0.00
 39283       0.00       0.00    -148.18       0.00       0.00       0.00
 39284       0.00       0.00    -215.31       0.00       0.00       0.00
 39285       0.00       0.00    -351.81       0.00       0.00       0.00
 39286       0.00       0.00    -107.36       0.00       0.00       0.00
 39287       0.00       0.00    -110.25       0.00       0.00       0.00
